PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
85,2024-05-21,19:48:07.23,2,3,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000131951,Left,IDA_CHU,Undefined,2,Bottom,0,0,2,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.54014,-1.965114,-4.479108,2128.682486,250.33892,2:15,5.48645,3.55068,6.46141,-35.50411,8.5178,20.30111,0.71654,1.1199,72.98474,-8.558538,-0.803164,0.477536,,,,,,,,,,,,-11.86099,5.30351,-3.24307,50,5.33114,8.26956,-113.99818,-4.88952,-15.7837,18.75057,-25.11653,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,569373d0-17dd-11ef-ab2f-7369b7622ec5,78.93112,,,5.5554,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:48:07.23,2024-05-21T19:48:07.2314222-06:00,2024-05-22T01:48:07.2314222Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,739b30f4-4f6e-4e0a-b514-ff2c62686410,54.03998,-114.66075,9.37529,5.48823,-4.002,-12.55826,-3.54514,8.82729,-7.89185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2024-05-21,19:48:27.07,2,4,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000131951,Left,IDA_CHU,Undefined,2,Bottom,0,1,2,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.0536,-1.383606,-3.026411,2045.46083,219.23297,1:15,5.83473,3.19778,6.29922,-20.13127,13.69682,10.34083,2.88032,1.26854,82.65978,-5.188633,-1.159026,0.418611,,,,,,,,,,,,-6.20426,7.81532,-2.98027,50,5.72319,6.50422,-130.78558,-3.75929,-10.78822,26.57091,-18.58444,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,627af010-17dd-11ef-ab2f-7369b7622ec5,90.04178,,,7.39381,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:48:27.07,2024-05-21T19:48:27.0710000-06:00,2024-05-22T01:48:27.0710000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,ad4c354e-1b89-4e3d-b3e2-d65e8b2ae00f,54.19903,-131.6359,13.28546,5.83398,-3.16454,-9.29222,-3.19394,6.84947,-5.39411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.87741,,0.66647,,1.5712,2.89433,-1.27167,0.33628,6.38238,-1.98338,,,,0.39855,117.54066,-8.6797,6.40352,7.63924,-12.8229,-1.99805,2.36156,1.49486,High,High,High,,,High,High,High
87,2024-05-21,19:48:57.57,2,5,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000131951,Left,IDA_CHU,Undefined,2,Bottom,0,2,2,Undefined,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,79.66189,-0.359566,-5.188416,2094.032009,254.145147,2:30,5.60618,3.30344,6.30434,-37.16514,6.50741,17.87466,2.17647,2e-05,72.83077,-7.284318,-1.970163,0.475637,,,,,,,,,,,,-10.75926,3.92028,-2.93015,50,5.56202,9.83589,-115.37043,-1.79933,-14.46834,21.92119,-26.90232,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,749b22b0-17dd-11ef-ab2f-7369b7622ec5,79.24622,,,6.83112,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:48:57.57,2024-05-21T19:48:57.5763310-06:00,2024-05-22T01:48:57.5763310Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,5795278b-362b-4c81-987c-ac1a83ec5cc4,54.19385,-116.16456,10.96059,5.60955,-0.82476,-13.45116,-3.29596,10.36003,-7.23417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2024-05-21,19:49:29.87,3,1,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,2,Bottom,1,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.45389,3.149676,-2.991566,2252.04551,51.427024,7:45,5.6483,3.30501,5.59286,-53.40991,-3.84221,-6.61626,4.14524,-0.04204,69.5099,-6.595954,-4.168258,0.506723,,,,,,,,,,,,2.54988,-2.29465,-3.04394,50,5.88425,5.96312,-109.38256,4.30925,3.10567,18.33372,-34.96891,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,87d529c0-17dd-11ef-ab2f-7369b7622ec5,74.38467,,,5.944,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:49:29.87,2024-05-21T19:49:29.8771310-06:00,2024-05-22T01:49:29.8771310Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,a1195116-c81e-4010-a6ee-9422d026dc0d,54.90646,-110.20187,9.16686,5.65676,5.87196,-17.48446,-3.30733,5.82433,1.55283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,2024-05-21,19:49:48.62,3,2,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,2,Bottom,1,1,0,Undefined,Sinker,InPlay,Undefined,GroundBall,Single,1,0,,89.1267,-1.91108,-3.814965,1941.641564,227.013369,1:30,5.82286,3.20219,6.19531,-19.9517,14.4367,14.46544,2.39141,0.88061,82.61463,-5.656421,-1.210428,0.422063,,,,,,,,,,,,-8.43815,8.24524,-2.92213,50,5.66846,8.06358,-129.42418,-4.92872,-14.52795,23.20369,-17.97822,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,930081f0-17dd-11ef-ab2f-7369b7622ec5,89.30519,,,6.51206,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:49:48.62,2024-05-21T19:49:48.6201710-06:00,2024-05-22T01:49:48.6201710Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,8259adb8-cd5e-4b6f-abc0-b37b0208eeda,54.30469,-130.19365,11.60185,5.82202,-4.33254,-8.98911,-3.19752,8.54535,-7.26397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,2024-05-21,19:50:33.95,4,1,"Villa, Alfredo",1000135230,Right,MIS_PAD,671734,Right,IDA_CHU,Undefined,2,Bottom,2,0,0,Undefined,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,89.21517,-2.157286,-4.593684,2019.045426,224.279335,1:30,5.86116,3.04913,6.20894,-20.17607,14.62682,13.18603,2.18145,-0.10076,81.70909,-5.967056,-2.223035,0.424599,93.14467,-7.139348,-17.611599,,,,,18.94109,18.94109,-15.936346,0.128973,-8.11339,8.50953,-2.7105,50,5.6886,9.85952,-129.24574,-5.48017,-13.75099,26.43691,-17.75164,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,adf105c0-17dd-11ef-ab2f-7369b7622ec5,88.77183,2.19289,,7.50608,,,,1.52615,2.19289,0.0965,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:50:33.95,2024-05-21T19:50:33.9532654-06:00,2024-05-22T01:50:33.9532654Z,GroundBall,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,d3495397-07e5-461b-98fd-8294ed39e348,54.2894,-130.12017,13.21846,5.86015,-4.89302,-8.87582,-3.04414,10.31435,-6.8755,,1.52233,129.38314,,,,,,,,2.1934,-17.00269,,,,,,,,0.09771,-41.07158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
91,2024-05-21,19:52:47.94,1,1,"Sharts, Owen",680714,Right,IDA_CHU,669716,Right,MIS_PAD,Undefined,3,Top,0,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.46322,-0.188621,-1.958098,1867.635928,188.08666,12:15,5.86273,1.75194,6.24228,-18.82958,16.94469,2.25921,4.11953,0.13347,80.4377,-3.766109,-1.550341,0.430484,,,,,,,,,,,,-1.66799,9.15619,-1.60723,50,5.8391,4.25669,-127.14072,-0.93901,-2.7509,24.21826,-17.07321,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,fdf07420-17dd-11ef-ab2f-7369b7622ec5,87.55836,,,7.02552,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:52:47.94,2024-05-21T19:52:47.9440000-06:00,2024-05-22T01:52:47.9440000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,cef257ce-a904-4355-a779-3726654c1b4e,54.25399,-127.94847,12.10913,5.86092,-0.36957,-8.5366,-1.75073,4.34845,-1.37545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,2024-05-21,19:53:01.09,1,2,"Sharts, Owen",680714,Right,IDA_CHU,669716,Right,MIS_PAD,Undefined,3,Top,0,1,0,Undefined,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,87.03595,-2.086158,-2.64395,1966.286954,199.251488,12:45,5.86822,1.7378,6.15457,-19.49391,16.93769,5.52382,2.31348,-0.24629,79.96435,-5.772041,-1.648905,0.434421,83.10229,27.318094,14.058505,3845.604242,105.22822,45.17463,32.04676,312.89892,301.44416,21.265115,3.942687,-3.57709,9.67662,-1.53973,50,5.69948,5.61962,-126.3562,-5.16273,-5.80545,24.81553,-16.46936,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,05cfd5a0-17de-11ef-ab2f-7369b7622ec5,86.76484,52.42767,,7.07159,,,,1.36966,2.34808,0.26529,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:53:01.09,2024-05-21T19:53:01.0960000-06:00,2024-05-22T01:53:01.0960000Z,FlyBall,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,0751db0e-5a78-4031-aebe-6ff1c25b99b9,54.34327,-127.20633,12.40776,5.86668,-4.59852,-8.23468,-1.73565,5.8185,-2.90272,220.372017,1.37092,105.01129,-14.94073,2.93067,-0.30189,-0.0516,0.01864,-0.00089,-0.0001,2.34773,55.94424,-16.98972,0.89884,-0.05968,-0.0584,0.03844,-0.00845,0.00063,0.26518,26.31055,2.28387,-0.95606,0.21033,-0.02564,0.00292,-0.00046,3e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
93,2024-05-21,19:53:36.03,2,1,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,3,Top,1,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.05377,-0.612694,-1.24382,2036.553181,193.60708,12:30,5.9192,1.78731,6.2367,-18.63903,17.04143,3.84173,3.80063,0.95993,80.12686,-4.177371,-0.549965,0.429919,,,,,,,,,,,,-2.33563,9.34552,-1.69636,50,5.86411,2.61925,-127.88762,-1.87484,-3.85177,27.41398,-16.76195,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,1a80c540-17de-11ef-ab2f-7369b7622ec5,87.67338,,,7.92691,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:53:36.03,2024-05-21T19:53:36.0380000-06:00,2024-05-22T01:53:36.0380000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,be7acf67-729e-4160-944a-6299a844b348,54.25771,-128.79707,13.70699,5.91708,-1.31876,-8.38097,-1.78537,2.74703,-1.92589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,2024-05-21,19:53:50.78,2,2,"Sharts, Owen",680714,Right,IDA_CHU,1000115545,Right,MIS_PAD,Undefined,3,Top,1,1,0,Undefined,Slider,InPlay,Undefined,GroundBall,Out,1,0,,82.37413,-0.040019,-1.858635,2095.303013,106.566341,9:30,5.80152,1.86635,5.77908,-37.88447,2.94142,-6.18146,2.60723,-0.3787,76.58316,-6.979755,-2.96568,0.459875,,,,,,,,,,,,2.7304,1.82169,-1.70911,50,5.775,4.12302,-119.79815,-1.33723,4.0172,20.45097,-29.4938,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,23497550-17de-11ef-ab2f-7369b7622ec5,81.96244,,,5.79097,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:53:50.78,2024-05-21T19:53:50.7820000-06:00,2024-05-22T01:53:50.7820000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,e55d58e3-e8d6-4cf5-98e3-41009b5430d1,54.72097,-120.60139,10.22549,5.80478,-0.17883,-14.7469,-1.86795,3.96524,2.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2024-05-21,19:54:23.73,3,1,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,3,Top,2,0,0,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.03279,1.335357,-0.691422,2161.496094,102.546894,9:30,5.83411,1.597,5.64673,-39.06349,2.2963,-5.27851,3.82468,0.51218,76.0304,-5.821971,-1.634664,0.462872,,,,,,,,,,,,2.50847,1.21272,-1.53498,50,5.92241,1.64974,-119.2827,1.45053,3.66141,20.13235,-30.40392,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,3711b2a0-17de-11ef-ab2f-7369b7622ec5,81.43173,,,6.00239,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:54:23.73,2024-05-21T19:54:23.7350000-06:00,2024-05-22T01:54:23.7350000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,46e93c56-5547-4cad-9570-27ee271f9eea,54.852,-120.09882,10.06617,5.83863,2.68304,-15.20196,-1.59885,1.50132,1.83071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,2024-05-21,19:54:38.42,3,2,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,3,Top,2,1,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.5402,-0.402324,-1.741857,2193.749453,103.924428,9:30,5.83504,1.59569,5.75193,-38.61254,2.0663,-3.91662,2.24263,-0.35268,76.82685,-7.461961,-2.443382,0.459046,,,,,,,,,,,,1.60024,1.43488,-1.44863,50,5.77761,3.79941,-120.05417,-2.12974,2.36536,20.45519,-30.05309,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,3fdb7420-17de-11ef-ab2f-7369b7622ec5,82.11044,,,5.71335,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:54:38.42,2024-05-21T19:54:38.4260000-06:00,2024-05-22T01:54:38.4260000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,5648ebca-5514-428e-a858-184c10afc3a0,54.74864,-120.86056,10.2276,5.83822,-0.945,-15.02655,-1.59657,3.70616,1.18268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2024-05-21,19:54:56.69,3,3,"Sharts, Owen",680714,Right,IDA_CHU,1000038867,Right,MIS_PAD,Undefined,3,Top,2,1,1,Undefined,Slider,InPlay,Undefined,FlyBall,Double,0,0,,82.2573,0.015799,-1.820999,2201.578704,148.669281,11:00,5.82144,1.64307,5.88023,-34.01112,7.18477,-3.61146,3.00186,-0.34955,75.60616,-6.277905,-2.468795,0.461954,88.02459,36.330794,-19.78375,3442.506248,103.26939,70.22714,-37.88606,375.98106,370.52832,-22.030794,5.095211,1.36969,4.02516,-1.49385,50,5.80288,3.93616,-119.51345,-1.04497,1.98419,22.6907,-26.34303,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,4a9c23a0-17de-11ef-ab2f-7369b7622ec5,81.59354,92.79304,,6.65115,,,,2.60521,3.16104,0.29993,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:54:56.69,2024-05-21T19:54:56.6980000-06:00,2024-05-22T01:54:56.6980000Z,FlyBall,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,359898d8-5e6c-4dcc-a164-5c9d5949cb3a,54.61844,-120.38711,11.34535,5.82359,-0.03068,-13.17152,-1.64393,3.85976,0.9921,169.125091,2.60895,97.78569,-14.77626,3.13076,-0.18025,-0.11937,0.03839,-0.00472,0.00022,3.15791,76.54573,-18.39979,1.4169,-0.38018,0.07614,-0.00511,-0.00055,7e-05,0.29895,-35.18203,3.48057,-0.68118,0.02126,0.0333,-0.00976,0.00115,-5e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
98,2024-05-21,19:55:49.50,4,1,"Sharts, Owen",680714,Right,IDA_CHU,806636,Left,MIS_PAD,Undefined,3,Top,2,0,0,Undefined,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.9819,-1.722728,-1.855907,2169.289745,197.396682,12:30,5.86573,1.72959,6.07787,-20.89135,14.99481,4.33725,2.52958,0.37332,80.44929,-5.664344,-1.074965,0.431157,,,,,,,,,,,,-2.74299,8.55819,-1.58831,50,5.72134,3.95932,-127.71722,-4.46528,-4.52735,26.48246,-18.04855,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,6a2876b0-17de-11ef-ab2f-7369b7622ec5,87.4217,,,7.53261,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:55:49.50,2024-05-21T19:55:49.5080000-06:00,2024-05-22T01:55:49.5080000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,62a764d4-30ad-426c-bd3f-a9d485680f95,54.41751,-128.62993,13.24123,5.86451,-3.84323,-9.02428,-1.72746,4.11536,-2.26367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,2024-05-21,19:56:07.65,4,2,"Sharts, Owen",680714,Right,IDA_CHU,806636,Left,MIS_PAD,Undefined,3,Top,2,0,1,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.03007,-1.036174,-0.635472,2013.859112,201.105286,12:45,5.87929,1.80806,6.13585,-20.62974,15.95084,5.70177,3.20236,1.69588,79.44921,-4.947865,0.392856,0.435308,,,,,,,,,,,,-3.0954,8.87536,-1.76229,50,5.78944,1.16753,-126.41407,-2.87633,-5.00064,26.16969,-17.83587,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,74f5a950-17de-11ef-ab2f-7369b7622ec5,86.58799,,,7.58086,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:56:07.65,2024-05-21T19:56:07.6500000-06:00,2024-05-22T01:56:07.6500000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,15256a0d-77ce-4609-9ffd-64289f258c9a,54.35855,-127.31316,13.08485,5.87774,-2.26356,-8.91793,-1.80535,1.33933,-2.50032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
100,2024-05-21,19:56:26.52,4,3,"Sharts, Owen",680714,Right,IDA_CHU,806636,Left,MIS_PAD,Undefined,3,Top,2,1,1,Undefined,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,87.73067,-2.496161,-2.288446,2132.024569,193.629466,12:30,5.90379,1.5202,6.1499,-19.09702,16.93304,3.82421,2.00273,-0.27666,80.28458,-6.113915,-1.599299,0.43202,92.58128,26.507778,3.582217,1831.935074,109.81943,46.15064,6.29911,377.6852,366.82623,1.235824,4.261563,-2.63496,9.82855,-1.34814,50,5.70392,4.93729,-127.308,-6.09843,-4.31916,26.42992,-16.06329,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,80232460-17de-11ef-ab2f-7369b7622ec5,87.24697,60.31381,,7.44609,,,,1.35869,2.03187,0.27366,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:56:26.52,2024-05-21T19:56:26.5250000-06:00,2024-05-22T01:56:26.5250000Z,FlyBall,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,8be7415d-9370-493f-bd10-139e3c414ed7,54.34769,-128.20743,13.21496,5.90216,-5.55178,-8.03165,-1.51866,5.08428,-2.15958,176.155561,1.36117,121.20763,-15.21908,2.88173,-0.10883,-0.17405,0.05662,-0.00699,0.0003,2.03063,60.63438,-17.41534,1.16863,-0.26757,0.05049,0.00451,-0.00282,0.00025,0.27411,7.58249,-1.37672,-0.33845,0.23897,-0.09485,0.02452,-0.00332,0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
101,2024-05-21,19:58:34.23,1,1,"Villa, Alfredo",1000135230,Right,MIS_PAD,8895034,Right,IDA_CHU,Undefined,3,Bottom,0,0,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.07397,4.0559,-2.581119,2485.367941,19.784158,6:45,5.90876,2.86622,6.32133,-72.94803,-18.75477,-7.45327,3.57514,-0.13361,65.11216,-9.42434,-3.927573,0.529839,,,,,,,,,,,,2.93772,-10.38552,-2.67447,50,6.17321,4.95831,-104.38685,5.30687,3.16651,21.35859,-43.36845,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,cc4d6ee0-17de-11ef-ab2f-7369b7622ec5,71.13939,,,6.96181,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:58:34.23,2024-05-21T19:58:34.2384494-06:00,2024-05-22T01:58:34.2384494Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,93a1f32a-f5ee-46ea-a141-fe89c7bd3803,54.17981,-105.23861,10.6793,5.92709,7.03635,-21.68423,-2.86968,4.83203,1.58325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
102,2024-05-21,19:59:00.45,1,2,"Villa, Alfredo",1000135230,Right,MIS_PAD,8895034,Right,IDA_CHU,Undefined,3,Bottom,0,0,1,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.29993,3.577341,-2.638442,2416.528008,17.372421,6:30,5.93398,2.6947,6.7508,-72.89744,-19.85119,-6.82201,3.1347,-0.28563,65.30059,-9.995281,-3.882116,0.524202,,,,,,,,,,,,2.62894,-11.01351,-2.51963,50,6.14407,5.04924,-104.83864,4.596,2.84824,22.10916,-44.10627,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,dc0d9170-17de-11ef-ab2f-7369b7622ec5,71.90441,,,6.99934,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,01:59:00.45,2024-05-21T19:59:00.4564334-06:00,2024-05-22T01:59:00.4564334Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,dc1547bb-4638-4d8d-8045-1aa90c6ccc07,53.75058,-105.62663,11.05458,5.95225,6.16799,-22.05313,-2.69778,4.94773,1.42412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
